user_id,username,display_name,video_id,video_title,category_slug,watch_ratio,watched_seconds,video_duration,like,dislike,rating,comment,subscribed,timestamp
1dde75fb-7bc2-455d-914e-307a6ee6abe1,maivu664,Vũ Thị Mai,317988bc-45eb-41fb-b388-0af5d3d0da9b,"Nay Khoai nấu bữa tiệc với bà con Khmer ở An Giang, Miền Tây Việt Nam mình. Món nào cũng ngon, nhất",default,0.4,104,262,0,0,,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:43:25.325792+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,fd683944-ff21-42dd-8ecf-9c497260da03,"Thị trường chứng khoán Việt Nam được nâng hang len thi truong moi noi thu cap   VTV4",tin-tuc,0.67,111,165,0,1,2,,0,2026-09-26T10:43:29.794347+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,4c1b7b13-538d-4e29-95ab-7950c346211e,"Những món ăn từng ＂làm mưa làm gió＂ sụt giảm đến 90% khách： Người bán xoay xở ra sao？",tin-tuc,0.87,219,251,1,0,,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:43:32.773769+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,872a38ea-08dc-4926-b112-4fbbeae24fcd,"Đằng sau vỏ bọc doanh nhân thành đạt của Bùi Xuân Huấn   VTV24",tin-tuc,0.88,106,122,1,0,5,,1,2026-09-26T10:43:36.242181+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,50bfc3b7-c36b-429e-92ba-3ad4fbb10d5a,"LG Jazz HDR UHD",tin-tuc,0.77,122,159,1,0,,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:43:39.214959+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,3cc9f1be-4988-4d3a-8e57-7e2dd953ef59,"Nga lên án Ukraine vì tập kích UAV, Mỹ duyệt bán vũ khí phòng không cho Kiev   VOV",tin-tuc,0.93,465,503,1,0,4,"Một tác phẩm âm nhạc quá chất lượng, hòa âm phối khí đỉnh cao.",1,2026-09-26T10:43:42.923650+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,32c09415-7cbe-4bbd-9c89-6fffd15c30e4,"Những nỗi lo từ bên trong ngành A.I   VTV Nam Bộ",tin-tuc,0.86,398,465,1,0,4,"Một tác phẩm âm nhạc quá chất lượng, hòa âm phối khí đỉnh cao.",0,2026-09-26T10:43:48.284174+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,75e71ac9-7921-417e-8910-940f139d2547,"VinSpace bắt tay Elon Musk Việt Nam chính thức đua Vũ trụ",default,0.25,60,244,0,0,,,0,2026-09-26T10:43:49.837368+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,46266fee-905f-4976-bc49-a44646d60ce2,"Tin tức an ninh trật tự nóng, thời sự Việt Nam mới nhất 24h trưa ngày 15 9   ANTV",tin-tuc,0.68,586,866,1,0,,"Bài này nghe cuốn thật sự, replay từ sáng đến giờ không chán!",0,2026-09-26T10:43:52.826702+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,873b2511-2bc3-4d3d-a6b6-bf2e93766b37,"Tin tức an ninh trật tự nóng, thời sự Việt Nam mới nhất 24h trưa ngày 21 9   ANTV",tin-tuc,0.93,538,578,1,0,,,0,2026-09-26T10:43:55.710358+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,d2a6777b-477c-4ac5-b53c-3490897eb0ab,"5 Mẹo Vặt Hữu Ích Trong Cuộc Sống",default,0.19,51,272,0,0,3,,0,2026-09-26T10:43:57.668275+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,a6812977-71c1-410f-89d1-fb1d2253d31d,"Loạt bắn liên tiếp không trượt phát nào khẳng định bản lĩnh Quân khu 2",tin-tuc,0.79,385,487,1,0,5,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",0,2026-09-26T10:44:01.558323+00:00
d684e475-6077-4a2f-8367-ec4434740dde,phucdang745,Đặng Anh Phúc,2720e7d8-7aaf-4d3b-95ad-1c5cd0cbc43f,"Bản tin Thời sự sáng 21 9   Tin tức thời sự cập nhật 24h mới nhất hôm nay",tin-tuc,0.78,507,647,0,1,2,,0,2026-09-26T10:44:04.077606+00:00
